/Users/muhammadusama/Desktop/Data/IMG/center_2021_09_01_17_02_05_442.jpg, /Users/muhammadusama/Desktop/Data/IMG/left_2021_09_01_17_02_05_442.jpg, /Users/muhammadusama/Desktop/Data/IMG/right_2021_09_01_17_02_05_442.jpg, 0, 0, 0, 7.810644E-05
/Users/muhammadusama/Desktop/Data/IMG/center_2021_09_01_17_02_05_547.jpg, /Users/muhammadusama/Desktop/Data/IMG/left_2021_09_01_17_02_05_547.jpg, /Users/muhammadusama/Desktop/Data/IMG/right_2021_09_01_17_02_05_547.jpg, 0, 0, 0, 7.78195E-05
/Users/muhammadusama/Desktop/Data/IMG/center_2021_09_01_17_02_05_654.jpg, /Users/muhammadusama/Desktop/Data/IMG/left_2021_09_01_17_02_05_654.jpg, /Users/muhammadusama/Desktop/Data/IMG/right_2021_09_01_17_02_05_654.jpg, 0, 0, 0, 7.890798E-05
/Users/muhammadusama/Desktop/Data/IMG/center_2021_09_01_17_02_05_758.jpg, /Users/muhammadusama/Desktop/Data/IMG/left_2021_09_01_17_02_05_758.jpg, /Users/muhammadusama/Desktop/Data/IMG/right_2021_09_01_17_02_05_758.jpg, 0, 0, 0, 8.080076E-05
/Users/muhammadusama/Desktop/Data/IMG/center_2021_09_01_17_02_05_863.jpg, /Users/muhammadusama/Desktop/Data/IMG/left_2021_09_01_17_02_05_863.jpg, /Users/muhammadusama/Desktop/Data/IMG/right_2021_09_01_17_02_05_863.jpg, 0, 0, 0, 7.835597E-05
/Users/muhammadusama/Desktop/Data/IMG/center_2021_09_01_17_02_05_968.jpg, /Users/muhammadusama/Desktop/Data/IMG/left_2021_09_01_17_02_05_968.jpg, /Users/muhammadusama/Desktop/Data/IMG/right_2021_09_01_17_02_05_968.jpg, 0, 0, 0, 7.851074E-05
/Users/muhammadusama/Desktop/Data/IMG/center_2021_09_01_17_02_06_073.jpg, /Users/muhammadusama/Desktop/Data/IMG/left_2021_09_01_17_02_06_073.jpg, /Users/muhammadusama/Desktop/Data/IMG/right_2021_09_01_17_02_06_073.jpg, 0, 0, 0, 7.867275E-05
/Users/muhammadusama/Desktop/Data/IMG/center_2021_09_01_17_02_06_176.jpg, /Users/muhammadusama/Desktop/Data/IMG/left_2021_09_01_17_02_06_176.jpg, /Users/muhammadusama/Desktop/Data/IMG/right_2021_09_01_17_02_06_176.jpg, 0, 0, 0, 7.802463E-05
/Users/muhammadusama/Desktop/Data/IMG/center_2021_09_01_17_02_06_278.jpg, /Users/muhammadusama/Desktop/Data/IMG/left_2021_09_01_17_02_06_278.jpg, /Users/muhammadusama/Desktop/Data/IMG/right_2021_09_01_17_02_06_278.jpg, 0, 0, 0, 7.9871E-05
/Users/muhammadusama/Desktop/Data/IMG/center_2021_09_01_17_02_06_383.jpg, /Users/muhammadusama/Desktop/Data/IMG/left_2021_09_01_17_02_06_383.jpg, /Users/muhammadusama/Desktop/Data/IMG/right_2021_09_01_17_02_06_383.jpg, 0, 0, 0, 7.845749E-05
/Users/muhammadusama/Desktop/Data/IMG/center_2021_09_01_17_02_06_483.jpg, /Users/muhammadusama/Desktop/Data/IMG/left_2021_09_01_17_02_06_483.jpg, /Users/muhammadusama/Desktop/Data/IMG/right_2021_09_01_17_02_06_483.jpg, 0, 0.2045521, 0, 0.1136351
